"","X","Doc.ID","Filer.Name","Member.Name","State","District","Year","Destination","Filing.Type","Departure.Date","Return.Date","Travel.Sponsor","return_month","departure_month","destination_country","destination_city"
"9909",9909,500016268,"Amanda Truong","Hahn, Janice","CA",44,2016,"Arlington, VA","Original","2016-08-04","2016-08-04","Woodrow Wilson International Center for Scholars",8,8,"USA","Arlington"
"9910",9910,500016268,"Amanda Truong","Hahn, Janice","CA",44,2016,"Culpeper, VA","Original","2016-08-04","2016-08-04","Woodrow Wilson International Center for Scholars",8,8,"USA","Culpeper"
"9911",9911,500016268,"Amanda Truong","Hahn, Janice","CA",44,2016,"Sterling, VA","Original","2016-08-04","2016-08-04","Woodrow Wilson International Center for Scholars",8,8,"USA","Sterling"
"9912",9912,500016269,"Sara Rogers","Marino, Tom","PA",10,2016,"Jerusalem, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Jerusalem"
"9913",9913,500016269,"Sara Rogers","Marino, Tom","PA",10,2016,"Tel Aviv, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tel Aviv"
"9914",9914,500016269,"Sara Rogers","Marino, Tom","PA",10,2016,"Tiberias, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tiberias"
"9915",9915,500016270,"Scott Hinkle","Vargas, Juan","CA",51,2016,"San Francisco, CA","Original","2016-08-03","2016-08-06","Federal Home Loan Bank of San Francisco",8,8,"USA","San Francisco"
"9916",9916,500016271,"James Hunter","Price, David","NC",4,2016,"Warrenton, VA","Original","2016-07-30","2016-07-31","Partnership for a Secure America",7,7,"USA","Warrenton"
"9917",9917,500016272,"Scott Johnson","Goodlatte, Bob","VA",6,2016,"Warrenton, VA","Original","2016-08-30","2016-08-31","Partnership for a Secure America",8,8,"USA","Warrenton"
"9918",9918,500016273,"Claire Cozad","Cook, Paul","CA",8,2016,"Jersalem, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Jersalem"
"9919",9919,500016273,"Claire Cozad","Cook, Paul","CA",8,2016,"Tel Aviv, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tel Aviv"
"9920",9920,500016273,"Claire Cozad","Cook, Paul","CA",8,2016,"Tiberias, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tiberias"
"9921",9921,500016274,"Jacque Chevalier","Scott, Robert","VA",3,2016,"St. Michaels, MD","Original","2016-08-02","2016-08-04","The Aspen Institute",8,8,"USA","St. Michaels"
"9922",9922,500016275,"April Niver","Cartwright, Matt","PA",17,2016,"Lackawaxen, PA","Original","2016-08-11","2016-08-11","National Parks Conservation Association; U.S. Travel Association; Friends of the Upper Delaware Rive",8,8,"USA","Lackawaxen"
"9923",9923,500016276,"Matthew Dickerson","Flores, Bill","TX",17,2016,"Hillsdale, MI","Original","2016-08-04","2016-08-07","Hillsdale College",8,8,"USA","Hillsdale"
"9924",9924,500016277,"Michael Lukso","Delaney, John","MD",6,2016,"San Francisco, CA","Original","2016-08-03","2016-08-06","Federal Home Loan Bank of San Francisco",8,8,"USA","San Francisco"
"9925",9925,500016278,"Elizabeth Connolly","Carney, John C.","DE",0,2016,"San Francisco, CA","Original","2016-08-03","2016-08-07","Federal Home Loan Bank of San Francisco",8,8,"USA","San Francisco"
"9926",9926,500016279,"Yvette D. Clarke","Clarke, Yvette","NY",9,2016,"Tunica, MS","Original","2016-08-11","2016-08-14","Congressional Black Caucus Institute Political Education and Leadership Institute",8,8,"USA","Tunica"
"9927",9927,500016280,"Jacque Chevalier","Scott, Robert","VA",3,2016,"Harrisburg, PA","Original","2016-08-09","2016-08-10","Postsecondary National Policy Institute",8,8,"USA","Harrisburg"
"9928",9928,500016281,"Richard Yamada","Smith, Lamar","TX",21,2016,"Hillsdale, MI","Original","2016-08-04","2016-08-07","Hillsdale College",8,8,"USA","Hillsdale"
"9929",9929,500016282,"Terry Camp","Bishop, Rob","UT",1,2016,"Lackawaxen, PA","Original","2016-08-10","2016-08-11","National Parks Conservation Association; U.S. Travel Association; Friends of the Upper Delaware Rive",8,8,"USA","Lackawaxen"
"9930",9930,500016283,"Chad Yelinski","Brat, Dave","VA",7,2016,"Hillsdale, MI","Original","2016-08-04","2016-08-07","Hillsdale College",8,8,"USA","Hillsdale"
"9932",9932,500016285,"Cassandra Roper","Hunter, Duncan","CA",52,2016,"San Francisco, CA","Original","2016-08-03","2016-08-05","Federal Home Loan Bank of San Francisco",8,8,"USA","San Francisco"
"9933",9933,500016286,"Andrew Tharp","Brooks, Mo","AL",5,2016,"Jerusalem, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Jerusalem"
"9934",9934,500016286,"Andrew Tharp","Brooks, Mo","AL",5,2016,"Tel Aviv, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tel Aviv"
"9935",9935,500016286,"Andrew Tharp","Brooks, Mo","AL",5,2016,"Tiberias, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tiberias"
"9936",9936,500016287,"Ashley Baker","Veasey, Marc","TX",33,2016,"Jerusalem, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Jerusalem"
"9937",9937,500016287,"Ashley Baker","Veasey, Marc","TX",33,2016,"Tel Aviv, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tel Aviv"
"9938",9938,500016287,"Ashley Baker","Veasey, Marc","TX",33,2016,"Tiberias, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tiberias"
"9939",9939,500016288,"Kristi Gribble Thompson","Blackburn, Marsha","TN",7,2016,"Dakar, Senegal","Original","2016-07-30","2016-08-05","World Vision; Global Poverty Project",8,7,"SEN","Dakar"
"9940",9940,500016289,"Laurie Saroff","Hahn, Janice","CA",44,2016,"Palo Alto, CA","Original","2016-08-09","2016-08-11","Hoover Institution",8,8,"USA","Palo Alto"
"9941",9941,500016290,"Krista Stafford","McHenry, Patrick","NC",10,2016,"Jerusalem, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Jerusalem"
"9942",9942,500016290,"Krista Stafford","McHenry, Patrick","NC",10,2016,"Tel Aviv, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tel Aviv"
"9943",9943,500016290,"Krista Stafford","McHenry, Patrick","NC",10,2016,"Tiberias, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tiberias"
"9944",9944,500016291,"Jeffrey Butler","McHenry, Patrick","NC",10,2016,"Jerusalem, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"9945",9945,500016291,"Jeffrey Butler","McHenry, Patrick","NC",10,2016,"Tel Aviv, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"9946",9946,500016291,"Jeffrey Butler","McHenry, Patrick","NC",10,2016,"Tiberias, Israel","Original","2016-08-13","2016-08-21","American Israel Education Foundation",8,8,"ISR","Tiberias"
"9947",9947,500016292,"David Smentek","McMorris Rodgers, Cathy","WA",5,2016,"Jerusalem, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Jerusalem"
"9948",9948,500016292,"David Smentek","McMorris Rodgers, Cathy","WA",5,2016,"Tel Aviv, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tel Aviv"
"9949",9949,500016292,"David Smentek","McMorris Rodgers, Cathy","WA",5,2016,"Tiberias, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tiberias"
"9950",9950,500016293,"Erynn Hook","Collins, Chris","NY",27,2016,"Dakar, Senegal","Original","2016-07-31","2016-08-05","World Vision; Global Poverty Project",8,7,"SEN","Dakar"
"9951",9951,500016294,"Emily Duhovny","Tonko, Paul","NY",20,2016,"Boston, MA","Original","2016-08-09","2016-08-10","Alliance to Save Energy",8,8,"USA","Boston"
"9952",9952,500016295,"Alyssa Wooton","Clawson, Curt","FL",19,2016,"Dakar, Senegal","Original","2016-07-31","2016-08-05","World Vision; Global Poverty Project",8,7,"SEN","Dakar"
"9953",9953,500016296,"Paul K. Beck","Eshoo, Anna","CA",18,2016,"Boston, MA","Original","2016-08-11","2016-08-13","Alliance to Save Energy",8,8,"USA","Boston"
"9954",9954,500016297,"Matthew Dickerson","Flores, Bill","TX",17,2016,"Palo Alto, CA","Original","2016-08-09","2016-08-11","Hoover Institution",8,8,"USA","Palo Alto"
"9955",9955,500016298,"Jennifer Lackey Choudhry","Sessions, Pete","TX",32,2016,"Cody, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Cody"
"9956",9956,500016298,"Jennifer Lackey Choudhry","Sessions, Pete","TX",32,2016,"Jackson, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Jackson"
"9957",9957,500016298,"Jennifer Lackey Choudhry","Sessions, Pete","TX",32,2016,"Riverton, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Riverton"
"9958",9958,500016299,"Angel Nigaglioni","Serrano, Jose","NY",15,2016,"Palo Alto, CA","Original","2016-08-09","2016-08-11","Hoover Institution",8,8,"USA","Palo Alto"
"9959",9959,500016300,"Samuel Jacob Spector","Upton, Fred","MI",6,2016,"Palo Alto, CA","Original","2016-08-09","2016-08-11","Hoover Institution",8,8,"USA","Palo Alto"
"9960",9960,500016301,"Alison Share","Kildee, Daniel","MI",5,2016,"Jerusalem, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Jerusalem"
"9961",9961,500016301,"Alison Share","Kildee, Daniel","MI",5,2016,"Tel Aviv, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tel Aviv"
"9962",9962,500016301,"Alison Share","Kildee, Daniel","MI",5,2016,"Tiberias, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tiberias"
"9964",9964,500016303,"Cole Rojewski","Valadao, David","CA",21,2016,"Jerusalem, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"9965",9965,500016303,"Cole Rojewski","Valadao, David","CA",21,2016,"Tel Aviv, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"9966",9966,500016303,"Cole Rojewski","Valadao, David","CA",21,2016,"Tiberias, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tiberias"
"9967",9967,500016304,"Kelle Strickland","Burgess, Michael","TX",26,2016,"Palo Alto, CA","Original","2016-08-09","2016-08-13","Hoover Institution",8,8,"USA","Palo Alto"
"9968",9968,500016305,"Thomas J. Wickham Jr.","Ryan, Paul","WI",1,2016,"Monterey, CA","Original","2016-08-08","2016-08-09","The Panetta Institute for Public Policy",8,8,"USA","Monterey"
"9969",9969,500016307,"Emanuel Cleaver","Cleaver, Emanuel","MO",5,2016,"Tunica, MS","Original","2016-08-11","2016-08-13","Congressional Black Caucus Institute Political Education and Leadership Institute",8,8,"USA","Tunica"
"9970",9970,500016308,"Raymond Eliot Crafton","Capps, Lois","CA",24,2016,"Boston, MA","Original","2016-08-10","2016-08-11","Alliance to Save Energy",8,8,"USA","Boston"
"9971",9971,500016309,"Logan Ferree","Huffman, Jared","CA",2,2016,"Juneau, AK","Original","2016-08-01","2016-08-05","Campion Advocacy Fund",8,8,"USA","Juneau"
"9972",9972,500016310,"Bradley Byrne","Byrne, Bradley","AL",1,2016,"London, United Kingdom","Original","2016-08-10","2016-08-20","The Aspen Institute",8,8,"GBR","London"
"9973",9973,500016311,"Donald Norcross","Norcross, Donald","NJ",1,2016,"London, United Kingdom","Original","2016-08-10","2016-08-19","The Aspen Institute",8,8,"GBR","London"
"9974",9974,500016312,"Christine Downey","Young, David","IA",3,2016,"Avoca, IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co",8,8,"USA","Avoca"
"9975",9975,500016312,"Christine Downey","Young, David","IA",3,2016,"Des Moines, IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co",8,8,"USA","Des Moines"
"9976",9976,500016312,"Christine Downey","Young, David","IA",3,2016,"Omaha, NE","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co",8,8,"USA","Omaha"
"9977",9977,500016312,"Christine Downey","Young, David","IA",3,2016,"Urbandale, IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co",8,8,"USA","Urbandale"
"9978",9978,500016313,"Gregg Harper","Harper, Gregg","MS",3,2016,"London, United Kingdom","Original","2016-08-10","2016-08-16","The Aspen Institute",8,8,"GBR","London"
"9979",9979,500016314,"James D. Carstensen","Young, David","IA",3,2016,"Jerusalem, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"9980",9980,500016314,"James D. Carstensen","Young, David","IA",3,2016,"Tel Aviv, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"9981",9981,500016314,"James D. Carstensen","Young, David","IA",3,2016,"Tiberias, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tiberias"
"9982",9982,500016315,"Stephen Clement","Courtney, Joe","CT",2,2016,"Warrenton, VA","Original","2016-07-30","2016-07-31","Partnership for a Secure America; Carnegie Corporation of New York",7,7,"USA","Warrenton"
"9983",9983,500016316,"Sanford D. Bishop","Bishop, Sanford","GA",2,2016,"Tunica, MS","Original","2016-08-11","2016-08-14","Congressional Black Caucus Institute Political Education and Leadership Institute",8,8,"USA","Tunica"
"9985",9985,500016318,"Jeffrey Wieand Jr.","Marino, Tom","PA",10,2016,"Tunkhannock, PA","Original","2016-08-01","2016-08-03","American Exploration and Production Council",8,8,"USA","Tunkhannock"
"9986",9986,500016320,"Rayburn Hunter Ridgway II","Cartwright, Matt","PA",17,2016,"Jerusalem, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"9987",9987,500016320,"Rayburn Hunter Ridgway II","Cartwright, Matt","PA",17,2016,"Tel Aviv, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"9988",9988,500016320,"Rayburn Hunter Ridgway II","Cartwright, Matt","PA",17,2016,"Tiberias, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tiberias"
"9989",9989,500016321,"Gwen Moore","Moore, Gwen","WI",4,2016,"Tunica, MS","Original","2016-08-11","2016-08-14","Congressional Black Caucus Political Education and Leadership Institute",8,8,"USA","Tunica"
"9990",9990,500016322,"John Andrew Sobel","Cook, Paul","CA",8,2016,"Jerusalem, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"9991",9991,500016322,"John Andrew Sobel","Cook, Paul","CA",8,2016,"Tel Aviv, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"9992",9992,500016322,"John Andrew Sobel","Cook, Paul","CA",8,2016,"Tiberias, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tiberias"
"9993",9993,500016323,"Ricky Le","Swalwell, Eric","CA",15,2016,"Jerusalem, Israel","Original","2016-08-06","2016-08-17","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"9994",9994,500016323,"Ricky Le","Swalwell, Eric","CA",15,2016,"Tel Aviv, Israel","Original","2016-08-06","2016-08-17","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"9995",9995,500016323,"Ricky Le","Swalwell, Eric","CA",15,2016,"Tiberias, Israel","Original","2016-08-06","2016-08-17","American Israel Education Foundation",8,8,"ISR","Tiberias"
"9996",9996,500016324,"Robin L. Kelly","Kelly, Robin","IL",2,2016,"London, United Kingdom","Original","2016-08-10","2016-08-15","The Aspen Institute",8,8,"GBR","London"
"9997",9997,500016325,"Jane Hamilton","Veasey, Marc","TX",33,2016,"Jerusalem, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"9998",9998,500016325,"Jane Hamilton","Veasey, Marc","TX",33,2016,"Tel Aviv, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"9999",9999,500016325,"Jane Hamilton","Veasey, Marc","TX",33,2016,"Tiberias, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tiberias"
"10000",10000,500016326,"John Jones","Cleaver, Emanuel","MO",5,2016,"Palo Alto, CA","Original","2016-08-09","2016-08-11","Hoover Institution",8,8,"USA","Palo Alto"
"10001",10001,500016328,"Steve Russell","Russell, Steve","OK",5,2016,"London, United Kingdom","Original","2016-08-10","2016-08-16","Aspen Institute Congressional Program",8,8,"GBR","London"
"10002",10002,500016329,"Abbigail Burgess","Crawford, Eric","AR",1,2016,"Cody, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Cody"
"10003",10003,500016329,"Abbigail Burgess","Crawford, Eric","AR",1,2016,"Jackson, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Jackson"
"10004",10004,500016329,"Abbigail Burgess","Crawford, Eric","AR",1,2016,"Riverton, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Riverton"
"10005",10005,500016331,"Emily Gunn","McCaul, Michael","TX",10,2016,"Palo Alto, CA","Original","2016-08-09","2016-08-11","Hoover Institution",8,8,"USA","Palo Alto"
"10006",10006,500016332,"Anne Simmons","Peterson, Collin","MN",7,2016,"Avoca, IA","Original","2016-08-15","2016-08-21","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Avoca"
"10007",10007,500016332,"Anne Simmons","Peterson, Collin","MN",7,2016,"Des Moines, IA","Original","2016-08-15","2016-08-21","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Des Moines"
"10008",10008,500016332,"Anne Simmons","Peterson, Collin","MN",7,2016,"Omaha, NE","Original","2016-08-15","2016-08-21","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Omaha"
"10009",10009,500016332,"Anne Simmons","Peterson, Collin","MN",7,2016,"Urbandale, IA","Original","2016-08-15","2016-08-21","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa C",8,8,"USA","Urbandale"
"10010",10010,500016333,"Stephanie Anim-Yankah","Brown, Corrine","FL",5,2016,"Cody, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Cody"
"10011",10011,500016333,"Stephanie Anim-Yankah","Brown, Corrine","FL",5,2016,"Jackson, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Jackson"
"10012",10012,500016333,"Stephanie Anim-Yankah","Brown, Corrine","FL",5,2016,"Riverton, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Riverton"
"10013",10013,500016334,"Lyron Blum-Evitts","Bustos, Cheri","IL",17,2016,"Jerusalem, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Jerusalem"
"10014",10014,500016334,"Lyron Blum-Evitts","Bustos, Cheri","IL",17,2016,"Tel Aviv, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tel Aviv"
"10015",10015,500016334,"Lyron Blum-Evitts","Bustos, Cheri","IL",17,2016,"Tiberias, Israel","Original","2016-07-30","2016-08-07","American Israel Education Foundation",8,7,"ISR","Tiberias"
"10016",10016,500016335,"Claire Trokey","Luetkemeyer, Blaine","MO",3,2016,"Avoca, IA","Original","2016-08-15","2016-08-17","Iowa Renewable Fuels Association, National Biodiesel Foundation, Renewable Fuels Foundation, Iowa Co",8,8,"USA","Avoca"
"10017",10017,500016335,"Claire Trokey","Luetkemeyer, Blaine","MO",3,2016,"Des Moines, IA","Original","2016-08-15","2016-08-17","Iowa Renewable Fuels Association, National Biodiesel Foundation, Renewable Fuels Foundation, Iowa Co",8,8,"USA","Des Moines"
"10018",10018,500016335,"Claire Trokey","Luetkemeyer, Blaine","MO",3,2016,"Omaha, NE","Original","2016-08-15","2016-08-17","Iowa Renewable Fuels Association, National Biodiesel Foundation, Renewable Fuels Foundation, Iowa Co",8,8,"USA","Omaha"
"10019",10019,500016335,"Claire Trokey","Luetkemeyer, Blaine","MO",3,2016,"Urbandale, IA","Original","2016-08-15","2016-08-17","Iowa Renewable Fuels Association, National Biodiesel Foundation, Renewable Fuels Foundation, Iowa Co",8,8,"USA","Urbandale"
"10020",10020,500016337,"David E. Price","Price, David","NC",4,2016,"London, United Kingdom","Original","2016-08-08","2016-08-16","Aspen Institute Congressional Program",8,8,"GBR","London"
"10022",10022,500016339,"Michael Maitland","Norcross, Donald","NJ",1,2016,"Jerusalem, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"10023",10023,500016339,"Michael Maitland","Norcross, Donald","NJ",1,2016,"Tel Aviv, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"10024",10024,500016339,"Michael Maitland","Norcross, Donald","NJ",1,2016,"Tiberias, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tiberias"
"10025",10025,500016341,"Daniel A. Lodise","Boyle, Brendan","PA",13,2016,"Jerusalem, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"10026",10026,500016341,"Daniel A. Lodise","Boyle, Brendan","PA",13,2016,"Tel Aviv, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"10027",10027,500016341,"Daniel A. Lodise","Boyle, Brendan","PA",13,2016,"Tiberias, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tiberias"
"10028",10028,500016342,"David Kirk Ramey","Calvert, Ken","CA",42,2016,"Jerusalem, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"10029",10029,500016342,"David Kirk Ramey","Calvert, Ken","CA",42,2016,"Tel Aviv, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"10030",10030,500016342,"David Kirk Ramey","Calvert, Ken","CA",42,2016,"Tiberias, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tiberias"
"10031",10031,500016343,"Janice D. Schakowsky","Schakowsky, Janice","IL",9,2016,"London, United Kingdom","Original","2016-08-10","2016-08-16","Aspen Institute Congressional Program",8,8,"GBR","London"
"10032",10032,500016344,"Henry C. ""Hank"" Johnson","Johnson, Henry","GA",4,2016,"Tunica, MS","Original","2016-08-11","2016-08-13","Congressional Black Caucus Institute",8,8,"USA","Tunica"
"10033",10033,500016345,"Benjamin Elleson","Long, Billy","MO",7,2016,"Cody, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Cody"
"10034",10034,500016345,"Benjamin Elleson","Long, Billy","MO",7,2016,"Jackson, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Jackson"
"10035",10035,500016345,"Benjamin Elleson","Long, Billy","MO",7,2016,"Riverton, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Riverton"
"10036",10036,500016346,"Billy Long","Long, Billy","MO",7,2016,"London, United Kingdom","Original","2016-08-10","2016-08-16","Aspen Institute Congressional Program",8,8,"GBR","London"
"10037",10037,500016348,"James Gee","Watson Coleman, Bonnie","NJ",12,2016,"Jerusalem, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Jerusalem"
"10038",10038,500016348,"James Gee","Watson Coleman, Bonnie","NJ",12,2016,"Tel Aviv, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tel Aviv"
"10039",10039,500016348,"James Gee","Watson Coleman, Bonnie","NJ",12,2016,"Tiberias, Israel","Original","2016-08-06","2016-08-14","American Israel Education Foundation",8,8,"ISR","Tiberias"
"10040",10040,500016349,"Lois Frankel","Frankel, Lois","FL",21,2016,"London, United Kingdom","Original","2016-08-10","2016-08-16","Aspen Institute Congressional Program",8,8,"GBR","London"
"10041",10041,500016350,"Bonnie Watson Coleman","Watson Coleman, Bonnie","NJ",12,2016,"Tunica, MS","Original","2016-08-11","2016-08-14","Congressional Black Caucus Institute",8,8,"USA","Tunica"
"10042",10042,500016351,"Nita M. Lowey","Lowey, Nita","NY",17,2016,"London, United Kingdom","Original","2016-08-07","2016-08-16","Aspen Institute Congressional Program",8,8,"GBR","London"
"10043",10043,500016352,"Carol Wayman","Ellison, Keith","MN",5,2016,"Wilmington, DE","Original","2016-08-23","2016-08-24","Federal Home Loan Bank of Pittsburgh; Federal Home Loan Bank of Chicago; Federal Home Loan Bank of C",8,8,"USA","Wilmington"
"10044",10044,500016353,"Susan A. Davis","Davis, Susan","CA",53,2016,"London, United Kingdom","Original","2016-08-10","2016-08-20","Aspen Institute Congressional Program",8,8,"GBR","London"
"10045",10045,500016354,"Earl Blumenauer","Blumenauer, Earl","OR",3,2016,"London, United Kingdom","Original","2016-08-06","2016-08-16","Aspen Institute Congressional Program",8,8,"GBR","London"
"10046",10046,500016356,"John Marshall","Rush, Bobby","IL",1,2016,"Boston, MA","Original","2016-08-09","2016-08-10","Alliance to Save Energy",8,8,"USA","Boston"
"10047",10047,500016357,"Richard Stern","King, Steve","IA",4,2016,"Avoca, IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co",8,8,"USA","Avoca"
"10048",10048,500016357,"Richard Stern","King, Steve","IA",4,2016,"Des Moines, IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co",8,8,"USA","Des Moines"
"10049",10049,500016357,"Richard Stern","King, Steve","IA",4,2016,"Omaha, NE","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co",8,8,"USA","Omaha"
"10050",10050,500016357,"Richard Stern","King, Steve","IA",4,2016,"Urbandale, IA","Original","2016-08-15","2016-08-18","Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co",8,8,"USA","Urbandale"
"10051",10051,500016359,"Brenda L. Lawrence","Lawrence, Brenda","MI",14,2016,"Tunica, MS","Original","2016-08-11","2016-08-14","Congressional Black Caucus Political Education and Leadership Institute",8,8,"USA","Tunica"
"10052",10052,500016360,"Dwayne Carson","Walker, Mark","NC",6,2016,"Cody, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Cody"
"10053",10053,500016360,"Dwayne Carson","Walker, Mark","NC",6,2016,"Jackson, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Jackson"
"10054",10054,500016360,"Dwayne Carson","Walker, Mark","NC",6,2016,"Riverton, WY","Original","2016-08-15","2016-08-18","Foundation for Rural Service",8,8,"USA","Riverton"
